order	season	episode	character_killed	killer	method	method_cat	reason	location	allegiance	importance
319	4	6	Greyjoy soldier	Ramsay Bolton	Knife	Blade	Killed during Yara’s attempt to rescue Theon Greyjoy	Dreadfort	House Greyjoy	1
320	4	6	Bolton soldier	Yara Greyjoy	Axe	Axe	Killed during Yara’s attempt to rescue Theon Greyjoy	Dreadfort	House Bolton	1
321	4	6	Bolton soldier	Yara Greyjoy	Axe	Axe	Killed during Yara’s attempt to rescue Theon Greyjoy	Dreadfort	House Bolton	1
322	4	6	Goat	Drogon	Dragonfire	Animal	Food	Meereen	None	1
323	4	7	Prisoner	Gregor “the Mountain” Clegane	Sword	Blade	Prisoner execution	King’s Landing	None	1
324	4	7	Prisoner	Gregor “the Mountain” Clegane	Sword	Blade	Prisoner execution	King’s Landing	None	1
325	4	7	Prisoner	Gregor “the Mountain” Clegane	Sword	Blade	Prisoner execution	King’s Landing	None	1
326	4	7	Peasant	Sandor “the Hound” Clegane	Knife	Blade	To end his suffering from his fatal wounds	Riverlands	Smallfolk	1
327	4	7	Biter	Sandor “the Hound” Clegane	Hands	Hands	Attacked the Hound	Riverlands	None	1
328	4	7	Rorge	Arya Stark	Sword (Needle)	Blade	Tried to collect the bounty on Sandor “the Hound” Clegane’s head; threatened Arya Stark in the past	Riverlands	None	2
329	4	7	Lysa Arryn	Petyr Baelish	Moon Door	Falling	Tried to kill Sansa Stark out of jealousy	The Eyrie	House Arryn, House Baelish	3
331	4	8	Peasant	Tormund	Sword	Blade	Killed during wildling attack on Mole’s Town	Mole’s Town	Smallfolk	1
332	4	8	Peasant	Ygritte	Spear	Polearm	Killed during wildling attack on Mole’s Town	Mole’s Town	Smallfolk	1
333	4	8	Peasant	Ygritte	Spear	Polearm	Killed during wildling attack on Mole’s Town	Mole’s Town	Smallfolk	1
334	4	8	Peasant	Styr	Axe	Axe	Killed during wildling attack on Mole’s Town	Mole’s Town	Smallfolk	1
335	4	8	Peasant	Styr	Axe	Axe	Killed during wildling attack on Mole’s Town	Mole’s Town	Smallfolk	1
336	4	8	Peasant	Tormund	Sword	Blade	Killed during wildling attack on Mole’s Town	Mole’s Town	Smallfolk	1
337	4	8	Peasant	Tormund	Sword	Blade	Killed during wildling attack on Mole’s Town	Mole’s Town	Smallfolk	1
338	4	8	Peasant	Ygritte	Spear	Polearm	Killed during wildling attack on Mole’s Town	Mole’s Town	Smallfolk	1
339	4	8	Peasant	Ygritte	Knife	Blade	Killed during wildling attack on Mole’s Town	Mole’s Town	Smallfolk	1
341	4	8	Oberyn Martell	Gregor “the Mountain” Clegane	Hands	Hands	Represented Tyrion Lannister in his trial by combat	King’s Landing	House Martell	4
344	4	9	Night’s Watch brother	Ygritte	Flaming arrow	Arrow	Killed during the Battle of Castle Black	Castle Black	Night’s Watch	1
349	4	9	Night’s Watch brother	Ygritte	Flaming arrow	Arrow	Killed during the Battle of Castle Black	Castle Black	Night’s Watch	1
350	4	9	Night’s Watch brother	Ygritte	Flaming arrow	Arrow	Killed during the Battle of Castle Black	Castle Black	Night’s Watch	1
353	4	9	Wildling	Allister Thorne	Sword	Blade	Killed during the Battle of Castle Black	Castle Black	Free Folk	1
355	4	9	Thenn raider	Allister Thorne	Sword	Blade	Killed during the Battle of Castle Black	Castle Black	Thenn, Free Folk	1
356	4	9	Night’s Watch brother	Tormund	Axe	Axe	Killed during the Battle of Castle Black	Castle Black	Night’s Watch	1
357	4	9	Night’s Watch brother	Tormund	Axe	Axe	Killed during the Battle of Castle Black	Castle Black	Night’s Watch	1
368	4	9	Night’s Watch brother	Styr	Axe	Axe	Killed during the Battle of Castle Black	Castle Black	Night’s Watch	1
369	4	9	Night’s Watch brother	Styr	Axe	Axe	Killed during the Battle of Castle Black	Castle Black	Night’s Watch	1
370	4	9	Night’s Watch brother	Styr	Axe	Axe	Killed during the Battle of Castle Black	Castle Black	Night’s Watch	1
371	4	9	Night’s Watch brother	Ygritte	Arrow	Arrow	Killed during the Battle of Castle Black	Castle Black	Night’s Watch	1
372	4	9	Night’s Watch brother	Ygritte	Arrow	Arrow	Killed during the Battle of Castle Black	Castle Black	Night’s Watch	1
373	4	9	Night’s Watch brother	Ygritte	Arrow	Arrow	Killed during the Battle of Castle Black	Castle Black	Night’s Watch	1
378	4	9	Wildling	Pypar	Arrow	Arrow	Killed during the Battle of Castle Black	Castle Black	Free Folk	1
379	4	9	Pypar	Ygritte	Arrow	Arrow	Killed during the Battle of Castle Black	Castle Black	Night’s Watch	3
387	4	9	Wildling	Allister Thorne	Sword	Blade	Killed during the Battle of Castle Black	Castle Black	Free Folk	1
388	4	9	Night’s Watch brother	Tormund	Axe	Axe	Killed during the Battle of Castle Black	Castle Black	Night’s Watch	1
389	4	9	Thenn raider	Sam Tarly	Arrow	Arrow	Killed during the Battle of Castle Black	Castle Black	Thenn, Free Folk	1
402	4	9	Mag the Mighty giant	Grenn	Unknown	Unknown	Killed during the Battle of Castle Black	Castle Black	Free Folk	2
403	4	9	Wildling	Jon Snow	Sword (Longclaw)	Blade	Killed during the Battle of Castle Black	Castle Black	Free Folk	1
404	4	9	Wildling	Jon Snow	Sword (Longclaw)	Blade	Killed during the Battle of Castle Black	Castle Black	Free Folk	1
405	4	9	Wildling	Jon Snow	Sword (Longclaw)	Blade	Killed during the Battle of Castle Black	Castle Black	Free Folk	1
406	4	9	Night’s Watch brother	Styr	Axe	Axe	Killed during the Battle of Castle Black	Castle Black	Night’s Watch	1
407	4	9	Night’s Watch brother	Tormund	Sword	Blade	Killed during the Battle of Castle Black	Castle Black	Night’s Watch	1
408	4	9	Night’s Watch brother	Tormund	Sword	Blade	Killed during the Battle of Castle Black	Castle Black	Night’s Watch	1
409	4	9	Wildling	Jon Snow	Sword (Longclaw)	Blade	Killed during the Battle of Castle Black	Castle Black	Free Folk	1
411	4	9	Wildling	Jon Snow	Sword (Longclaw)	Blade	Killed during the Battle of Castle Black	Castle Black	Free Folk	1
412	4	9	Night’s Watch brother	Tormund	Sword	Blade	Killed during the Battle of Castle Black	Castle Black	Night’s Watch	1
413	4	9	Night’s Watch brother	Tormund	Sword	Blade	Killed during the Battle of Castle Black	Castle Black	Night’s Watch	1
414	4	9	Night’s Watch brother	Styr	Axe	Axe	Killed during the Battle of Castle Black	Castle Black	Night’s Watch	1
415	4	9	Wildling	Jon Snow	Sword (Longclaw)	Blade	Killed during the Battle of Castle Black	Castle Black	Free Folk	1
416	4	9	Styr	Jon Snow	Hammer	Bludgeon	Killed during the Battle of Castle Black	Castle Black	Thenn, Free Folk	3
417	4	9	Ygritte	Olly	Arrow	Arrow	Killed during the Battle of Castle Black	Castle Black	Free Folk	4
442	4	10	Zalla	Drogon	Dragonfire	Animal	None; death prompts Daenerys Targaryen to chain up her remaining dragons Rhaegal and Viserion	Meereen	Smallfolk	2
443	4	10	Wight	Summer	Direwolf teeth	Animal	Attacked Bran Stark and his group near the heart tree	Beyond the Wall	None	1
444	4	10	Wight	Hodor/Bran Stark	Hands	Hands	Attacked Bran and his group near the heart tree	Beyond the Wall	None	1
445	4	10	Wight	Hodor/Bran Stark	Hands	Hands	Attacked Bran and his group near the heart tree	Beyond the Wall	None	1
446	4	10	Wight	Hodor/Bran Stark	Hammer	Bludgeon	Attacked Bran and his group near the heart tree	Beyond the Wall	None	1
447	4	10	Wight	Meera Reed	Axe	Axe	Attacked Bran Stark and his group near the heart tree	Beyond the Wall	None	1
448	4	10	Wight	Meera Reed	Axe	Axe	Attacked Bran Stark and his group near the heart tree	Beyond the Wall	None	1
451	4	10	Jojen Reed	Meera Reed	Knife	Blade	Mercy killing after Jojen was stabbed multiple times by a wight	Beyond the Wall	House Reed, House Stark	4
456	4	10	Shae	Tyrion Lannister	Hands/Necklace	Hands	Betrayed Tyrion and slept with Tywin Lannister	King’s Landing	House Lannister	4
457	4	10	Tywin Lannister	Tyrion Lannister	Arrow	Arrow	Revenge for trying to kill Tyrion and insulting Shae	King’s Landing	House Lannister	4
459	5	1	Mance Rayder	Jon Snow	Arrow	Arrow	Mercy killing to spare him more agony from being burned to death by Stannis Baratheon	Castle Black	Free Folk	4
460	5	2	Arryn soldier	Brienne of Tarth	Sword (Oathkeeper)	Blade	Tried to capture Brienne after she confronted Petyr Baelish at an inn	The Vale	House Arryn, House Baelish	1
461	5	2	Arryn soldier	Brienne of Tarth	Sword (Oathkeeper)	Blade	Attacked Podrick while trying to capture Brienne after she confronted Petyr Baelish at an inn	The Vale	House Arryn, House Baelish	1
462	5	2	Arryn soldier	Brienne of Tarth	Sword (Oathkeeper)	Blade	Tried to capture Brienne after she confronted Petyr Baelish at an inn	The Vale	House Arryn, House Baelish	1
464	5	2	Pigeon	Arya Stark	Sword (Needle)	Blade	Killed for food	Braavos	None	1
465	5	2	Son of the Harpy	Mossador	Nail	Household item	Killed to send a message to the Sons of Harpy	Meereen	Sons of the Harpy, Great Masters	1
466	5	2	Mossador	Daario Naharis	Arakh	Blade	Executed for killing a Son of the Harpy against Daenerys’s orders	Meereen	House Targaryen	3
467	5	3	Braavosi man	Jaqen H’ghar	Poisoned water	Poison	Sought death from the House of Black and White	Braavos	None	1
468	5	3	Janos Slynt	Jon Snow	Sword (Longclaw)	Blade	Executed for refusing to obey the orders of Lord Commander Jon Snow	Castle Black	Night’s Watch, House Baratheon of King’s Landing	3
469	5	3	Rat	Qyburn	Knife	Blade	Killed as part of experiments	King’s Landing	None	1
470	5	4	Snake	Bronn	Knife	Blade	Killed for food	Dorne	None	1
471	5	4	Martell soldier	Bronn	Knife	Blade	Killed when Bronn and Jaime Lannister attempt to sneak into Dorne	Dorne	House Martell	1
472	5	4	Martell soldier	Bronn	Sword	Blade	Killed when Bronn and Jaime Lannister attempt to sneak into Dorne	Dorne	House Martell	1
473	5	4	Horse	Bronn	Sword	Blade	Killed when Bronn and Jaime Lannister attempt to sneak into Dorne	Dorne	None	1
474	5	4	Martell soldier	Jaime Lannister	Sword	Blade	Killed when Bronn and Jaime Lannister attempt to sneak into Dorne	Dorne	House Martell	1
475	5	4	Merchant ship captain	Obara Sand	Spear	Polearm	Symbol of Obara’s willingess to go to war against the Lannisters	Dorne	None	2
483	5	4	Son of the Harpy	Grey Worm	Shield	Other	Attacked during the Sons of the Harpy’s revolt against Daenerys for her abolishment of slavery	Meereen	Sons of the Harpy, Great Masters	1
484	5	4	Son of the Harpy	Grey Worm	Spear	Polearm	Attacked during the Sons of the Harpy’s revolt against Daenerys for her abolishment of slavery	Meereen	Sons of the Harpy, Great Masters	1
485	5	4	Son of the Harpy	Grey Worm	Sword	Blade	Attacked during the Sons of the Harpy’s revolt against Daenerys for her abolishment of slavery	Meereen	Sons of the Harpy, Great Masters	1
486	5	4	Son of the Harpy	Grey Worm	Spear	Polearm	Attacked during the Sons of the Harpy’s revolt against Daenerys for her abolishment of slavery	Meereen	Sons of the Harpy, Great Masters	1
489	5	4	Son of the Harpy	Grey Worm	Spear	Polearm	Attacked during the Sons of the Harpy’s revolt against Daenerys for her abolishment of slavery	Meereen	Sons of the Harpy, Great Masters	1
492	5	4	Son of the Harpy	Grey Worm	Spear	Polearm	Attacked during the Sons of the Harpy’s revolt against Daenerys for her abolishment of slavery	Meereen	Sons of the Harpy, Great Masters	1
493	5	4	Son of the Harpy	Grey Worm	Hands	Hands	Attacked during the Sons of the Harpy’s revolt against Daenerys for her abolishment of slavery	Meereen	Sons of the Harpy, Great Masters	1
499	5	4	Son of the Harpy	Grey Worm	Spear	Polearm	Attacked during the Sons of the Harpy’s revolt against Daenerys for her abolishment of slavery	Meereen	Sons of the Harpy, Great Masters	1
500	5	4	Son of the Harpy	Grey Worm	Spear	Polearm	Attacked during the Sons of the Harpy’s revolt against Daenerys for her abolishment of slavery	Meereen	Sons of the Harpy, Great Masters	1
501	5	4	Son of the Harpy	Barristan Selmy	Sword	Blade	Attacked during the Sons of the Harpy’s revolt against Daenerys for her abolishment of slavery	Meereen	Sons of the Harpy, Great Masters	1
502	5	4	Son of the Harpy	Barristan Selmy	Sword	Blade	Attacked during the Sons of the Harpy’s revolt against Daenerys for her abolishment of slavery	Meereen	Sons of the Harpy, Great Masters	1
503	5	4	Son of the Harpy	Barristan Selmy	Sword	Blade	Attacked during the Sons of the Harpy’s revolt against Daenerys for her abolishment of slavery	Meereen	Sons of the Harpy, Great Masters	1
504	5	4	Son of the Harpy	Barristan Selmy	Sword	Blade	Attacked during the Sons of the Harpy’s revolt against Daenerys for her abolishment of slavery	Meereen	Sons of the Harpy, Great Masters	1
505	5	4	Son of the Harpy	Barristan Selmy	Sword	Blade	Attacked during the Sons of the Harpy’s revolt against Daenerys for her abolishment of slavery	Meereen	Sons of the Harpy, Great Masters	1
506	5	4	Son of the Harpy	Barristan Selmy	Sword	Blade	Attacked during the Sons of the Harpy’s revolt against Daenerys for her abolishment of slavery	Meereen	Sons of the Harpy, Great Masters	1
507	5	4	Son of the Harpy	Barristan Selmy	Sword	Blade	Attacked during the Sons of the Harpy’s revolt against Daenerys for her abolishment of slavery	Meereen	Sons of the Harpy, Great Masters	1
508	5	4	Son of the Harpy	Barristan Selmy	Sword	Blade	Attacked during the Sons of the Harpy’s revolt against Daenerys for her abolishment of slavery	Meereen	Sons of the Harpy, Great Masters	1
509	5	4	Son of the Harpy	Grey Worm	Spear	Polearm	Attacked during the Sons of the Harpy’s revolt against Daenerys for her abolishment of slavery	Meereen	Sons of the Harpy, Great Masters	1
510	5	4	Son of the Harpy	Barristan Selmy	Sword	Blade	Attacked during the Sons of the Harpy’s revolt against Daenerys for her abolishment of slavery	Meereen	Sons of the Harpy, Great Masters	1
511	5	4	Son of the Harpy	Barristan Selmy	Sword	Blade	Attacked during the Sons of the Harpy’s revolt against Daenerys for her abolishment of slavery	Meereen	Sons of the Harpy, Great Masters	1
512	5	4	Son of the Harpy	Barristan Selmy	Sword	Blade	Attacked during the Sons of the Harpy’s revolt against Daenerys for her abolishment of slavery	Meereen	Sons of the Harpy, Great Masters	1
513	5	4	Son of the Harpy	Barristan Selmy	Sword	Blade	Attacked during the Sons of the Harpy’s revolt against Daenerys for her abolishment of slavery	Meereen	Sons of the Harpy, Great Masters	1
514	5	4	Son of the Harpy	Barristan Selmy	Sword	Blade	Attacked during the Sons of the Harpy’s revolt against Daenerys for her abolishment of slavery	Meereen	Sons of the Harpy, Great Masters	1
515	5	4	Son of the Harpy	Barristan Selmy	Sword	Blade	Attacked during the Sons of the Harpy’s revolt against Daenerys for her abolishment of slavery	Meereen	Sons of the Harpy, Great Masters	1
516	5	4	Son of the Harpy	Barristan Selmy	Sword	Blade	Attacked during the Sons of the Harpy’s revolt against Daenerys for her abolishment of slavery	Meereen	Sons of the Harpy, Great Masters	1
517	5	4	Son of the Harpy	Grey Worm	Spear	Polearm	Attacked during the Sons of the Harpy’s revolt against Daenerys for her abolishment of slavery	Meereen	Sons of the Harpy, Great Masters	1
519	5	5	Meereen slave master	Rhaegal	Dragonfire	Animal	Killed as demonstration of Daenerys’s power against the Sons of the Harpy	Meereen	Great Masters	1
520	5	5	Stone Man	Jorah Mormont	Sword	Blade	Attacked Jorah and Tyrion	Old Valyria	None	1
521	5	6	Ghita	Arya Stark	Poisoned water	Poison	Sought death from the House of Black and White after suffering from an illness	Braavos	None	2
523	5	7	Northern woman	Ramsay Bolton	Flaying	Other	Tried to help Sansa Stark escape Winterfell	Winterfell	House Stark	2
527	5	8	Oyster	Arya Stark	Shucking	Blade	Killed for food	Braavos	None	1
528	5	8	Lord of Bones	Tormund	Club	Bludgeon	Mocked Tormund and refused to talk to him and Jon Snow	Hardhome	Free Folk	2
536	5	8	Wight	Magnar Loboda	Foot	Crushing	Killed during the Massacre at Hardhome	Hardhome	None	1
551	5	8	Wight	Tormund	Sword	Blade	Killed during the Massacre at Hardhome	Hardhome	None	1
556	5	8	Wight	Magnar Loboda	Axe	Axe	Killed during the Massacre at Hardhome	Hardhome	None	1
557	5	8	Wight	Karsi	Sword	Blade	Killed during the Massacre at Hardhome	Hardhome	None	1
558	5	8	Wight	Karsi	Sword	Blade	Killed during the Massacre at Hardhome	Hardhome	None	1
559	5	8	Wight	Karsi	Sword	Blade	Killed during the Massacre at Hardhome	Hardhome	None	1
560	5	8	Wight	Magnar Loboda	Axe	Axe	Killed during the Massacre at Hardhome	Hardhome	None	1
561	5	8	Wight	Tormund	Sword	Blade	Killed during the Massacre at Hardhome	Hardhome	None	1
564	5	8	Wight	Jon Snow	Sword (Longclaw)	Blade	Killed during the Massacre at Hardhome	Hardhome	None	1
567	5	8	Wight	Jon Snow	Sword (Longclaw)	Blade	Killed during the Massacre at Hardhome	Hardhome	None	1
568	5	8	Wight	Wun Weg Wun Dar Wun	Giant’s foot	Crushing	Killed during the Massacre at Hardhome	Hardhome	None	1
569	5	8	Wight	Wun Weg Wun Dar Wun	Giant’s foot	Crushing	Killed during the Massacre at Hardhome	Hardhome	None	1
570	5	8	Wight	Wun Weg Wun Dar Wun	Hands	Hands	Killed during the Massacre at Hardhome	Hardhome	None	1
571	5	8	Wight	Wun Weg Wun Dar Wun	Hands	Hands	Killed during the Massacre at Hardhome	Hardhome	None	1
572	5	8	Wight	Wun Weg Wun Dar Wun	Giant’s foot	Crushing	Killed during the Massacre at Hardhome	Hardhome	None	1
573	5	8	Wight	Wun Weg Wun Dar Wun	Giant’s foot	Crushing	Killed during the Massacre at Hardhome	Hardhome	None	1
575	5	8	White Walker	Jon Snow	Sword (Longclaw)	Blade	Killed during the Massacre at Hardhome	Hardhome	None	2
576	5	8	Wight	Tormund	Sword	Blade	Killed during the Massacre at Hardhome	Hardhome	None	1
577	5	8	Wight	Tormund	Sword	Blade	Killed during the Massacre at Hardhome	Hardhome	None	1
578	5	8	Wight	Tormund	Sword	Blade	Killed during the Massacre at Hardhome	Hardhome	None	1
579	5	8	Wight	Karsi	Axe	Axe	Killed during the Massacre at Hardhome	Hardhome	None	1
580	5	8	Wight	Karsi	Axe	Axe	Killed during the Massacre at Hardhome	Hardhome	None	1
581	5	8	Wight	Karsi	Axe	Axe	Killed during the Massacre at Hardhome	Hardhome	None	1
582	5	8	Wight	Karsi	Axe	Axe	Killed during the Massacre at Hardhome	Hardhome	None	1
583	5	8	Wight	Karsi	Axe	Axe	Killed during the Massacre at Hardhome	Hardhome	None	1
584	5	8	Wight	Karsi	Axe	Axe	Killed during the Massacre at Hardhome	Hardhome	None	1
586	5	8	Wight	Tormund	Sword	Blade	Killed during the Massacre at Hardhome	Hardhome	None	1
587	5	8	Wight	Tormund	Sword	Blade	Killed during the Massacre at Hardhome	Hardhome	None	1
588	5	8	Wight	Wun Weg Wun Dar Wun	Flaming log	Bludgeon	Killed during the Massacre at Hardhome	Hardhome	None	1
589	5	8	Wight	Wun Weg Wun Dar Wun	Flaming log	Bludgeon	Killed during the Massacre at Hardhome	Hardhome	None	1
590	5	8	Wight	Wun Weg Wun Dar Wun	Flaming log	Bludgeon	Killed during the Massacre at Hardhome	Hardhome	None	1
591	5	8	Wight	Wun Weg Wun Dar Wun	Flaming log	Bludgeon	Killed during the Massacre at Hardhome	Hardhome	None	1
592	5	8	Wight	Wun Weg Wun Dar Wun	Flaming log	Bludgeon	Killed during the Massacre at Hardhome	Hardhome	None	1
593	5	8	Wight	Wun Weg Wun Dar Wun	Flaming log	Bludgeon	Killed during the Massacre at Hardhome	Hardhome	None	1
594	5	8	Wight	Wun Weg Wun Dar Wun	Flaming log	Bludgeon	Killed during the Massacre at Hardhome	Hardhome	None	1
595	5	8	Wight	Wun Weg Wun Dar Wun	Flaming log	Bludgeon	Killed during the Massacre at Hardhome	Hardhome	None	1
596	5	8	Wight	Wun Weg Wun Dar Wun	Flaming log	Bludgeon	Killed during the Massacre at Hardhome	Hardhome	None	1
597	5	8	Wight	Wun Weg Wun Dar Wun	Flaming log	Bludgeon	Killed during the Massacre at Hardhome	Hardhome	None	1
598	5	8	Wight	Wun Weg Wun Dar Wun	Flaming log	Bludgeon	Killed during the Massacre at Hardhome	Hardhome	None	1
599	5	8	Wight	Wun Weg Wun Dar Wun	Flaming log	Bludgeon	Killed during the Massacre at Hardhome	Hardhome	None	1
600	5	8	Wight	Wun Weg Wun Dar Wun	Giant plank	Bludgeon	Killed during the Massacre at Hardhome	Hardhome	None	1
601	5	8	Wight	Wun Weg Wun Dar Wun	Giant plank	Bludgeon	Killed during the Massacre at Hardhome	Hardhome	None	1
602	5	8	Wight	Wun Weg Wun Dar Wun	Giant plank	Bludgeon	Killed during the Massacre at Hardhome	Hardhome	None	1
