recipe_title	ingredients	cuisine	course	diet	prep_time	cook_time	rating	vote_count
Baked Eggs In Mexican Corn Cup Recipe	Whole Wheat Flour, Sooji, Garlic, Extra Virgin Olive Oil, Pickled Jalapenos, Parsley leaves, Salt and Pepper, Chilled water, Whole Eggs	Mexican	World Breakfast	Eggetarian	15 M	30 M	4.9459459459459	333
Curried Sweet Potato Mexican Fajita Recipe	Sweet Potatoes, Red Bell pepper, Red onion, White onion, Red Chilli powder, Cumin powder, Coriander Powder, Feta Cheese, Coriander  Leaves, Iceberg lettuce, Extra Virgin Olive Oil, Rice Vinegar	Mexican	Dinner	Vegetarian	15 M	45 M	4.9067357512953	193
Spinach and Corn Quesadilla Recipe	Cheese, Sweet corn, Spinach Leaves, Butter, Salt and Pepper	Mexican	Appetizer	Vegetarian	10 M	40 M	4.9144792548688	1181
Corn Pineapple Salsa Salad Recipe	Sweet corn, Pineapple, Tomatoes, Green Bell Pepper, Onion, Garlic, Pickled Jalapenos, Coriander  Leaves, Lemon, Sugar, Salt	Mexican	Appetizer	Vegetarian	20 M	0 M	4.8998459167951	649
Cheese And Corn Tostadas Recipe	Tortillas, Sweet corn, Avocado, Cheddar cheese, Salt, Black pepper powder, Oil, Lemon	Mexican	Dinner	Vegetarian	10 M	20 M	5	150
Healthy Black Bean Stuffed Burrito Recipe With Amaranth And Quinoa	Mixed Grains, Water, Salt, Extra Virgin Olive Oil, Canned black beans, Salt, Garlic, Tortillas, Red Bell pepper, Lemon, Extra Virgin Olive Oil, Coriander  Leaves, Sweet corn, Mozzarella cheese, Mango pickle	Mexican	World Breakfast	Vegetarian	30 M	20 M	4.9409158050222	677
Naked Burrito Bowl Recipe	Garlic, Onion, Green zucchini, Carrot, Green Bell Pepper, Red Bell pepper, Button mushrooms, Extra Virgin Olive Oil, Salt, Brown Rice, Coriander  Leaves, Garlic, Onion, Lemon, Lemon zest, Black pepper powder, Extra Virgin Olive Oil, Tomatoes, Onion, Coriander  Leaves, Cumin powder, Lemon, Black pepper powder, Pickled Jalapenos, Salt, Avocado, Lemon, Salt, Cashew nuts, Apple cider vinegar, Lemon juice, Salt, Water, Canned black beans, Iceberg lettuce, Sweet corn, Corn chips	Mexican	Dinner	Vegetarian	14 M	40 M	4.9014110317024	10914
Cheese And Black Beans Quesadillas Recipe	Black beans, Onion, Tomato, Cheddar cheese, Cumin powder, Black pepper powder, Salt, Extra Virgin Olive Oil, Tortillas	Mexican	Lunch	Vegetarian	10 M	20 M	4.9318518518519	675
Spicy Mexican Salsa Verde Recipe - Green Tomato Salsa	Tomatillo, Green Chillies, Coriander  Leaves, Lemon juice, Sugar, Extra Virgin Olive Oil, Salt	Mexican	Dinner	Vegetarian	15 M	20 M	4.9305451829724	1339
Mexican Style Vegetable Fajita Recipe	Onion, Green Bell Pepper, Red Bell pepper, Yellow Bell Pepper, Extra Virgin Olive Oil, Button mushrooms, Garlic, Paprika powder, Cumin powder, Salt, Corn flour tortilla	Mexican	Lunch	Vegetarian	10 M	20 M	4.9183266932271	502
Mexican Style Pumpkin and Spinach Quesadillas Recipe	Kaddu, Spinach Leaves, Extra Virgin Olive Oil, Black pepper powder, Paprika powder, Mozzarella cheese, Salt	Mexican	Lunch	Vegetarian	5 M	30 M	4.958217270195	359
Mexican Style Sopa De Frijol Recipe - Red Kidney Beans Soup	Sunflower Oil, Rajma, Dried oregano, Cumin powder, Garlic, Onions, Salt, Black pepper powder, Tomatoes, Hot water, Fresh cream, Tortillas	Mexican	Appetizer	Vegetarian	10 M	90 M	4.909426987061	541
Mexican Style Broccoli Bell Pepper Cheese Quesadilla Recipe	Broccoli, Yellow Bell Pepper, Pickled Jalapenos, Extra Virgin Olive Oil, Paprika powder, Salt, Cumin powder, Black pepper powder, Mozzarella cheese, Tortillas	Mexican	Lunch	Vegetarian	10 M	30 M	4.8566371681416	565
Mexican Black Bean Corn Soup Recipe	Onion, Garlic, Black beans, Sweet corn, Carrot, Cumin powder, Green zucchini, Red Chilli powder, Lemon juice, Pickled Jalapenos, Coriander  Leaves, Black pepper powder, Salt, Extra Virgin Olive Oil, Avocado, Tortillas	Mexican	Appetizer	Vegetarian	10 M	25 M	4.9531914893617	235
Mexican Style Black Bean Burrito Recipe	Tortillas, Black beans, Spinach Leaves, Onion, Tomato, Garlic, Coriander  Leaves, Rice, Lemon juice, Spring Onion Greens, Cheddar cheese, Hung Curd 	Mexican	Lunch	Vegetarian	10 M	30 M	4.8864413216863	2633
Spicy Jalapeno Scrambled Eggs Recipe	Whole Eggs, Sunflower Oil, Onions, Cherry tomatoes, Pickled Jalapenos, Whole Black Peppercorns, Salt, Coriander  Leaves	Mexican	World Breakfast	Eggetarian	10 M	15 M	4.9127832407012	2339
Homemade Nachos Recipe	Corn flour, Whole Wheat Flour, Oil, Water, Salt, Barbeque masala	Mexican	Snack	Vegetarian	10 M	25 M	4.842612023207	8101
Strawberry Salsa Recipe	Strawberries, Yellow Bell Pepper, Onion, Iceberg lettuce, Mint Leaves, Black pepper powder, Lemon juice, Salt	Mexican	Snack	Vegetarian	10 M	0 M	4.9606986899563	229
Pinto Bean Salsa Salad Recipe	Pinto Beans, Onion, Tomato, Avocado, Adobo Sauce, Chipotle peppers, Lemon juice, Coriander  Leaves	Mexican	Appetizer	Vegetarian	10 M	10 M	4.070938215103	437
Mexican Low Fat Fish Wraps Recipe	Basa fish, Iceberg lettuce, Sunflower Oil, Black pepper powder, Salt, Lemon juice, Tomato, Onion, Coriander  Leaves, Green Chilli, Extra Virgin Olive Oil, Lemon juice, Salt, Hung Curd, Italian seasoning	Mexican	Lunch	Non Vegeterian	10 M	30 M	4.9597315436242	596
Crunchy Vegetables Tortilla Wrap Recipe	Tortillas, Red Bell pepper, Yellow Zucchini, Carrots, Cucumber, Onion, Hung Curd, Garlic, Coriander  Leaves, Black pepper powder, Salt	Mexican	Lunch	Vegetarian	10 M	15 M	4.9185316977245	10679
Spicy Kiwi Salsa Recipe with Feta Cheese	Kiwi, Onion, Parsley leaves, Honey, Lemon juice, Salt, Feta Cheese	Mexican	Side Dish	Vegetarian	10 M	15 M	4.9658703071672	293
Guacamole Stuffed Quesadilla With Mint Mayo Recipe	Whole Wheat Flour, All Purpose Flour, Sunflower Oil, Salt, Avocado, Tomato, Onion, Red Bell pepper, Yellow Bell Pepper, Garlic, Green Chillies, Coriander  Leaves, Lemon, Salt, Butter 	Mexican	Appetizer	Vegetarian	10 M	30 M	4.9160839160839	143
वेजिटेबल टॉर्टिला सूप रेसिपी - Vegetable Tortilla Soup Recipe	ओलिव का तेल, लहसुन, प्याज, जेलेपिनो, जीरा पाउडर, रेड चिल्ली सॉस, स्वीट कॉर्न, ज़ुकिनी, शिमला मिर्च (पिली), शिमला मिर्च (लाल), शिमला मिर्च (हरी), काले बीन्स, टमाटर, वेजिटेबल स्टॉक, नमक, काली मिर्च पाउडर, पानी, प्याज, टमाटर, लहसुन, जेलेपिनो, नमक, काली मिर्च पाउडर, टॉर्टिला, एवोकाडो, हरा धनिया	Mexican	Side Dish	High Protein Vegetarian	20 M	30 M	4.9683794466403	253
Chipotle Roasted Mushroom Vegetarian Quesadilla Recipe	Tortillas, Cheddar cheese, Button mushrooms, Coriander  Leaves, Green Chillies, Lemon juice	Mexican	Appetizer	Vegetarian	20 M	30 M	4.8679775280899	356
Vegetarian Smoked Mexican Bean Rice Recipe	Onion, Green Bell Pepper, Pickled Jalapenos, Button mushrooms, Carrot, Rajma, Garlic, Bay leaf, Red Chilli powder, Cumin powder, Basmati rice, Salt, Extra Virgin Olive Oil, Lemon juice, Coriander  Leaves, Cheddar cheese	Mexican	Dinner	Vegetarian	120 M	30 M	4.8526315789474	760
Home Made Whole Wheat Flour Tortillas	Whole Wheat Flour, Salt, Baking powder	Mexican	Side Dish	Vegetarian	10 M	30 M	4.8922883487008	2386
Tacozza - Tacos with Refried Beans and Oregano	Soft Taco Shells, Rajma, Onion, Tomato, Cabbage, Dried oregano, Red Chilli flakes, Extra Virgin Olive Oil, Cheddar cheese, Salt	Mexican	Snack	Vegetarian	15 M	30 M	4.8827433628319	452
Chicken Crepe Lasagne Recipe	Whole Wheat Flour, Sooji, Salt, Water, Boneless chicken, Red Yellow and Green Bell Peppers, Spinach Leaves, Salt, Black pepper powder, Dried oregano, Red Chilli flakes, Cheese	Italian	Dinner	Non Vegeterian	15 M	20 M	4.9771784232365	482
Chicken Mole With Brown Rice Recipe	Chicken, Brown Rice, Sweet corn, Dried oregano, Salt	Mexican	Lunch	Non Vegeterian	10 M	65 M	4.9225806451613	310
Herb Mushroom Bruschetta Recipe	Baguette, Button mushrooms, Mint Leaves, Lemon, Garlic, Cherry tomatoes, Salt and Pepper	Italian	Appetizer	Vegetarian	10 M	20 M	4.9040114613181	698
The Homemade Hard Taco Shells Recipe	Makki Ka Atta, All Purpose Flour, Sunflower Oil, Salt	Mexican	Main Course	Vegetarian	15 M	15 M	4.9142875597468	15482
Homemade Refried Beans Recipe - Quick & Easy Mexican Beans	Rajma, Garlic, Cumin powder, Red Chilli powder, Extra Virgin Olive Oil, Salt	Mexican	Appetizer	High Protein Vegetarian	120 M	60 M	4.9102296450939	1437
Sweet Potato & Lentil Tacos Recipe With Cranberries	Sweet Potatoes, Green Bell Pepper, Masoor Dal, Tomatoes, Pickled Jalapenos, Garlic, Lemon juice, Cabbage, Carrots, Cranberries, Avocado, Hung Curd, Coriander  Leaves, Salt, Sunflower Oil, Corn flour tortilla	Mexican	Dinner	Vegetarian	20 M	40 M	4.9721254355401	287
Mexican Chicken Fajita Recipe	Tortillas, Chicken breasts, Cumin powder, Paprika powder, Lemon, Garlic, Salt, Extra Virgin Olive Oil, Dried oregano, Onion, Red Yellow and Green Bell Peppers, Mozzarella cheese, Iceberg lettuce	Mexican	Appetizer	Non Vegeterian	20 M	45 M	4.9473257698541	1234
Chicken Burrito Recipe	Chicken, Onion, Garlic, Ginger, Cumin powder, Black pepper powder, Cinnamon Powder, Paprika powder, Turmeric powder, Salt, Rajma, Onion, Tomato, Garlic, Cumin powder, Red Chilli powder, Black pepper powder, Sugar, Salt, Cooked rice, Dried Thyme Leaves, Paprika powder, Salt, Green Bell Pepper, Red Bell pepper, Yellow Bell Pepper, Onion, Cumin powder, Paprika powder, Salt, Cheese, Tortillas	Mexican	Lunch	Non Vegeterian	10 M	40 M	4.9473244147157	1196
Mexican Salsa Chicken With Italian Cream Cheese Recipe	Boneless chicken, Black pepper powder, Rock Salt, Penne pasta, Salt, Mozzarella cheese, Tomatoes, Onion, Coriander  Leaves, Garlic, Pickled Jalapenos, Sugar, Lemon juice, Britannia Cream Cheese, Garlic, Milk	Italian	Dinner	High Protein Non Vegetarian	10 M	30 M	4.8251121076233	446
Creamy Spinach Penne Pasta Recipe	Penne pasta, Spinach Leaves, Garlic, Extra Virgin Olive Oil, Salt and Pepper, Whole Wheat Flour, Milk, Fresh cream, Parmesan cheese, Salt and Pepper	Italian	Dinner	Vegetarian	20 M	40 M	4.940876656473	981
Mexican Style Red Chicken Chilaquiles Recipe	Tortillas, Cheese, Chicken breasts, Dried Thyme Leaves, Onion, Garlic, Tomatoes, Onion, Garlic, Tomato Ketchup, Red Chilli powder, Dried oregano, Dried Thyme Leaves, Sugar, Salt	Mexican	Appetizer	Non Vegeterian	10 M	25 M	4.9426751592357	628
Delicious Spiced Red Bean Mexican Burrito Bowl With Avocados and Cheesy Garlic Mayo	Rajma, Garlic, Cumin powder, Red Chilli powder, Coriander  Leaves, Salt, Brown Rice, Extra Virgin Olive Oil, Garlic, Parsley leaves, Coriander  Leaves, Avocado, Red Chilli flakes, Onion, Dill leaves, Tomatoes, Green Chilli, Onion, Sugar, Salt, Coriander  Leaves, Red Bell pepper, Green Bell Pepper, Onion, Hung Curd, Parsley leaves, Salt, Extra Virgin Olive Oil, Iceberg lettuce, Pickled Jalapenos	Mexican	One Pot Dish	Vegetarian	20 M	60 M	4.7036247334755	469
Roasted Potato Wrap/Roll Recipe With Spiced Cheese Spread	Tortillas, Extra Virgin Olive Oil, Potatoes, Garlic, Dried oregano, Green Bell Pepper, Onion, Britannia Cheese Spread - Asli Pepper, Salt	Mexican	Lunch	NA	10 M	30 M	4.8595113438045	1146
Spinach Soft Shell Taco Stuffed with Cabbage Slaw Salad Recipe	Spinach, Makki Ka Atta, Red Chilli flakes, Sunflower Oil, Salt, Water, Iceberg lettuce, Red cabbage, Cherry tomatoes, Whole Black Peppercorns, Dried oregano, Salt, Hung Curd, Lemon juice, Fresh cream	Mexican	Appetizer	Diabetic Friendly	30 M	30 M	4.8730158730159	189
Apple Enchilada Recipe	Tortillas, Apples, Butter, Cinnamon Powder, Lemon juice, Brown Sugar, Brown Sugar, Sugar, Water, Salt, Vanilla Ice cream, Walnuts	Mexican	Dessert	Vegetarian	25 M	45 M	4.9477911646586	498
Red Bean Mexican Burrito Bowl Recipe - Roz Ka Khana With Figaro Olive Oil	Rajma, Garlic, Cumin powder, Red Chilli powder, Coriander  Leaves, Salt, Extra Virgin Olive Oil, Rice, Garlic, Parsley leaves, Avocado, Red Chilli flakes, Onion, Parsley leaves, Extra Virgin Olive Oil, Tomatoes, Green Chillies, Onion, Sugar, Cumin powder, Red Chilli powder, Salt, Coriander  Leaves, Red Bell pepper, Green Bell Pepper, Onion, Hung Curd, Parsley leaves, Garlic, Extra Virgin Olive Oil	Mexican	One Pot Dish	Vegetarian	30 M	60 M	4.9070100143062	1398
Enchiladas Stuffed With Beans and Tartare Dip Recipe	Rajma, Onion, Tomato, Coriander  Leaves, Garlic, Cumin powder, Dried oregano, Red Chilli powder, All Purpose Flour, Tomatoes, Lemon juice, Extra Virgin Olive Oil, Cheese, Spring Onion Greens	Mexican	World Breakfast	NA	25 M	20 M	4.7587939698492	199
Mexican Grilled Corn Flavoured With Cheesy Garlic Mayo Recipe	Sweet corn, Paprika powder, Lemon, Coriander  Leaves, Parmesan cheese	Mexican	Snack	Vegetarian	5 M	20 M	4.776617954071	479
Chocolate Ganache Recipe (Perfect Frosting For Cakes and Cup Cakes)	Fresh cream, Dark chocolate	French	Dessert	Vegetarian	10 M	15 M	4.8845445240532	4885
Sweet Potato Tacos With Black Beans And Avocado Cream Recipe	Sweet Potatoes, Canned black beans, Paprika powder, Cumin powder, Salt, Sunflower Oil, Corn flour tortilla, Avocado, Shallots, Garlic, Purple cabbage, Lemon juice, Vinegar, Salt	Mexican	Dinner	Vegetarian	20 M	30 M	4.973544973545	189
Mexican Cornbread Recipe	Makki Ka Atta, All Purpose Flour, Green Chillies, Onion, Baking powder, Whole Egg, Sweet corn, Buttermilk, Sugar, Salt	Mexican	Snack	Vegetarian	5 M	25 M	4.8987341772152	474
15 Minutes Mexican Fried Rice Recipe	Basmati rice, Onion, Tomato, Whole Black Peppercorns, Garlic, Green Chillies, Cumin powder, Red Chilli powder, Paprika powder, Black pepper powder, Extra Virgin Olive Oil	Mexican	Dinner	Vegetarian	5 M	10 M	4.8772770853308	1043
Three Bean Salad Recipe	Rajma, Kabuli Chana, Black Eyed Beans, Red onion, Tomato, Cucumber, Green Bell Pepper, Coriander  Leaves, Red Chilli powder, Extra Virgin Olive Oil, Lemon juice, Cumin powder, Chaat Masala Powder, Salt	Mexican	Dinner	High Protein Vegetarian	10 M	20 M	4.873786407767	1545
Mexican Fiesta Soup With Roasted Tomatillo Pesto Recipe	Tomatoes, Garlic, Rajma, Sweet corn, Leek, Yellow Bell Pepper, Red Bell pepper, Green Bell Pepper, Onion, Cumin powder, Paprika powder, Lemon juice, Tortillas, Coriander  Leaves, Coriander  Leaves, Extra Virgin Olive Oil, Salt	Mexican	Dinner	Vegetarian	10 M	15 M	4.8549222797927	193
Hearty Vegetable Tortilla Soup Recipe	Extra Virgin Olive Oil, Garlic, Onion, Pickled Jalapenos, Cumin powder, Sweet corn, Green zucchini, Red Yellow and Green Bell Peppers, Canned black beans, Tomatoes, Water, Salt, Black pepper powder, Onion, Tomato, Garlic, Pickled Jalapenos, Salt, Black pepper powder, Tortillas, Avocado, Coriander  Leaves	Mexican	Side Dish	High Protein Vegetarian	20 M	30 M	4.9198312236287	474
Mexican Chicken Burger Recipe With Sour Cream & Salsa	Burger buns, Onion, Chicken breasts, Garlic, Onion, Cheese, Coriander  Leaves, Pickled Jalapenos, Salt, Cumin powder, Salt, Whole Egg, Black pepper powder	Mexican	Main Course	Non Vegeterian	20 M	10 M	4.9829642248722	587
Soft Taco With Mushroom and Roasted Bell pepper Sauce Recipe	Makki Ka Atta, All Purpose Flour, Button mushrooms, Cumin powder, Red Chilli flakes, Salt, Red Bell pepper, Cheese, Green Bell Pepper, Garlic, Walnuts, Fresh cream, Dried oregano, Salt	Mexican	Appetizer	Vegetarian	10 M	35 M	4.9176136363636	352
Spicy Chickpea Tacos Recipe With Indian Twist	Hard taco shells, Tomato, Onions, Green Chillies, Coriander  Leaves, Kabuli Chana, Red Chilli powder, Turmeric powder, Coriander Powder, Chana Masala Powder, Salt, Sunflower Oil	Mexican	Appetizer	Gluten Free	15 M	15 M	4.9264705882353	340
Mexican Vegetarian Fajitas Recipe	Green bell peppers, Yellow Bell Pepper, Red Bell pepper, Onion, Cumin powder, Black pepper powder, Paprika powder, Dried Thyme Leaves, Salt, Rajma, Onion, Tomatoes, Dried oregano, Cumin powder, Paprika powder, Black pepper powder, Salt, Sunflower Oil, Tortillas, Cheddar cheese	Mexican	Main Course	Vegetarian	10 M	25 M	4.9269776876268	1479
Apple Cinnamon French Toast Recipe	Whole Eggs, Milk, Fresh cream, Brown Sugar, Cinnamon Powder, Butter, Apple, Cinnamon Stick, Brown Sugar, Butter 	French	World Breakfast	Eggetarian	15 M	15 M	4.9105113636364	704
Mexican Style Frijoles Negros Recipe-Black Beans Curry	Rajma, Onion, Tomato, Garlic, Cumin powder, Dried oregano, Vinegar, Salt, Sunflower Oil	Mexican	Side Dish	Vegetarian	10 M	45 M	4.9498806682578	1257
3 Beans Stuffed Quesadillas Recipe	Rajma, Black Eyed Beans, Red Black Eyed Beans, Tomatoes, Onion, Garlic, Red Chilli flakes, Dried oregano, Paprika powder, Sugar, Salt, Cheese, Whole Wheat Flour, Extra Virgin Olive Oil, Salt	Mexican	Lunch	High Protein Vegetarian	60 M	45 M	4.8905472636816	603
Mexican Style Bunuelos Recipe-Sweet Fritter	All Purpose Flour, Baking powder, Sugar, Whole Egg, Milk, Salt, Sunflower Oil, Caster Sugar, Cinnamon Powder 	Mexican	Dessert	Eggetarian	20 M	15 M	4.8851063829787	470
Red Picante Salsa Recipe	Tomatoes, Onion, Green Bell Pepper, Red Bell pepper, Garlic, Chipotle peppers, Salt, Sugar, Extra Virgin Olive Oil, Coriander  Leaves	Mexican	Side Dish	Vegetarian	10 M	30 M	4.9677419354839	310
Mexican Style Scrambled Egg Enchiladas Recipe	Makki Ka Atta, Whole Wheat Flour, Salt, Whole Eggs, Onion, Garlic, Salt, Black pepper powder, Onion, Red Bell pepper, Green bell peppers, Red Chilli powder, Cumin powder, Garlic, Dried oregano, Salt, Tomatoes, Onion, Garlic, Sugar, Red Chilli flakes, Dried oregano, Salt, Hung Curd, Lemon juice	Mexican	Lunch	Eggetarian	30 M	45 M	4.954954954955	111
Natillas de Leche Recipe-Spanish Custard	Milk, Sugar, Cinnamon Stick, Lemon zest, Corn flour, Whole Egg, Vanilla Extract	Mexican	Dessert	Eggetarian	120 M	30 M	4.8297872340426	846
Mexican Style Vegetarian Chimichanga Recipe-Deep Fried Burrito	Carrot, Green bell peppers, Onion, Green Chilli, Garlic, Brown Rice, Pickled Jalapenos, Red Chilli flakes, Red Chilli powder, Dry ginger powder, Black pepper powder, Salt, Whole Wheat Flour, Salt, Baking powder	Mexican	Lunch	Vegetarian	15 M	30 M	4.8951142985208	6693
Mexican Hot Chocolate Recipe	Milk, Cinnamon Stick, Dark chocolate, Palm sugar, Corn flour	Mexican	Snack	Vegetarian	0 M	15 M	4.9037656903766	239
Roasted Apple, Onions and Cheese Focaccia Recipe	Sugar, Whole Wheat Flour, All Purpose Flour, Apples, Onions, Black pepper powder, Nutmeg powder, Fresh Thyme leaves, Feta Cheese, Salt	Italian	Side Dish	Vegetarian	10 M	60 M	4.9586776859504	242
Spicy Bean Rice With Marinara Sauce & Jalapenos Recipe	Cooked rice, Rajma, Pickled Jalapenos, Basil leaves, Salt	Mexican	Dinner	Vegetarian	20 M	20 M	4.7033898305085	236
Tawa Pizza Recipe with Roasted Vegetables - Skillet Pizza Recipe	All Purpose Flour, Whole Wheat Flour, Baking powder, Salt, Extra Virgin Olive Oil, Broccoli, Red Bell pepper, Onion, Garlic, Extra Virgin Olive Oil, Salt and Pepper, Mozzarella cheese	Italian	Main Course	Vegetarian	15 M	40 M	4.90820165538	1329
Baked Corn & Flour Tortilla Chips Flavored With Paprika Recipe	Makki Ka Atta, Whole Wheat Flour, Turmeric powder, Oil, Ajwain, Dried oregano, Salt, Water, Paprika powder	Mexican	Appetizer	Vegetarian	10 M	15 M	4.9234393404005	849
Chicken Pizza With Caramelised Red Onion Recipe	Whole Wheat Flour, All Purpose Flour, Extra Virgin Olive Oil, Honey, Salt, Lukewarm Water, Onion, Garlic, Dried Thyme Leaves, Red Chilli flakes, Sugar, Salt, Basil leaves, Onions, Sugar, Vinegar, Extra Virgin Olive Oil, Chicken breasts, Dried Thyme Leaves, Black pepper powder, Salt, Extra Virgin Olive Oil, Mozzarella cheese	Italian	Lunch	Non Vegeterian	120 M	60 M	4.9683168316832	505
Pesto & Parmesan Penne Pasta Recipe	Penne pasta, Garlic, Sundried tomatoes, Red Chilli flakes, Salt, Extra Virgin Olive Oil, Parmesan cheese, Basil leaves, Basil leaves, Parmesan cheese, Pine nuts, Garlic, Salt, Whole Black Pepper Corns, Extra Virgin Olive Oil	Italian	Main Course	Vegetarian	10 M	30 M	4.879179331307	1316
Pasta Salad With Broccoli & Feta Cheese Recipe	Macaroni pasta, Cherry tomatoes, Broccoli, Feta Cheese, Extra Virgin Olive Oil, Parsley leaves, Dried oregano, Lemon juice, Whole Black Peppercorns, Salt, Lemon juice, Whole Black Peppercorns, Salt	Italian	Side Dish	Vegetarian	20 M	20 M	4.9168539325843	445
Spaghetti Pasta Recipe In Roasted Pumpkin Sauce	Kaddu, Fresh cream, Onion, Extra Virgin Olive Oil, Garlic, Parmesan cheese, Basil leaves, Salt, Black pepper powder, Spaghetti Pasta, Red Chilli flakes, Italian seasoning, Parmesan cheese	Italian	Dinner	Vegetarian	45 M	20 M	4.9036334913112	633
Whole Wheat Ravioli with Paneer & Creamy Mushroom Oat Sauce Recipe	Button mushrooms, Garlic, Milk, Instant Oats, Red Chilli flakes, Basil leaves, Salt, Whole Wheat Flour, Salt, Sunflower Oil, Dried oregano, Salt	Italian	Lunch	Vegetarian	10 M	60 M	4.9252873563218	870
Spinach Corn Pasta Recipe In Creamy White Sauce	Penne pasta, Spinach, Sweet corn, Extra Virgin Olive Oil, Red Chilli flakes, Dried oregano, Extra Virgin Olive Oil, Onion, Garlic, Milk, Whole Wheat Flour, Black pepper powder, Salt	Italian	Dinner	Vegetarian	15 M	40 M	4.8403015764222	4377
Penne Pasta Recipe In Creamy Cauliflower Sauce	Penne pasta, Green zucchini, Garlic, Walnuts, Dried oregano, Green Chilli, Cauliflower, Milk, Salt, Black pepper powder, Sunflower Oil	Italian	Dinner	Vegetarian	10 M	45 M	4.8536866359447	868
Spaghetti Arrabiata Pasta Recipe - Spicy Italian Pasta Recipe	Spaghetti Pasta, Tomatoes, Basil leaves, Garlic, Onion, Extra Virgin Olive Oil, Red Chilli flakes, Sugar, Salt and Pepper, Parmesan cheese	Italian	Lunch	Vegetarian	10 M	45 M	4.9204814709506	10551
Baked Cheesy Rigati Pasta Recipe With Roasted Veggies	Green zucchini, Carrot, Red Bell pepper, Whole Wheat Bread crumbs, Cheese, Onion, Garlic, Basil leaves, Sugar, Fresh cream, Dried oregano, Salt	Italian	Dinner	Vegetarian	30 M	45 M	4.939453125	512
Tri Color Rotini Spirali Pasta Recipe Tossed in Creamy Basil Sauce	Apricots, Walnuts, Salt and Pepper, Basil leaves, Garlic, Milk, Salt and Pepper, Extra Virgin Olive Oil	Italian	Dinner	Vegetarian	20 M	20 M	4.8224299065421	535
Alfredo Spaghetti Pasta Recipe in Broccoli & Olives	Broccoli, Black olives, Garlic, Milk, Fresh cream, Cheese spread, Salt, Black pepper powder, Sunflower Oil	Italian	Dinner	Vegetarian	20 M	30 M	4.8745874587459	909
White Sauce Pasta Recipe-Alfredo/ Bechamel Sauce	Whole Wheat Flour, Milk, Britannia Cream Cheese, Salt, Whole Black Pepper Corns, Nutmeg	French	NA	Vegetarian	10 M	20 M	4.7405924739792	1249
Homemade Alfredo Pasta Sauce Recipe-Creamy White Sauce For Pasta	Milk, Garlic, Britannia Cream Cheese, Parmesan cheese, Salt and Pepper, Fresh Herbs	Italian	NA	Vegetarian	5 M	30 M	4.9298418972332	1012
Fettuccine Pasta Recipe In Tomato Basil Sauce	Fettuccine Pasta, Extra Virgin Olive Oil, Garlic, Tomatoes, Basil leaves, Salt and Pepper, Parmigiano reggiano cheese	Italian	Dinner	Vegetarian	15 M	30 M	4.8804627249357	778
Homemade Roasted Bell Pepper Pasta Sauce Recipe	Red Bell pepper, Tomatoes, Extra Virgin Olive Oil, Garlic, Red Chilli powder, Salt and Pepper, Dried oregano, Red Chilli flakes, Fresh cream	Italian	Dinner	Vegetarian	5 M	30 M	4.8799355358582	1241
Mexican Chicken Meatball Chilli Stew Recipe	Onions, Tomatoes, Green zucchini, Ginger, Garlic, Rajma, Cumin powder, Paprika powder, Black pepper powder, Salt, Sunflower Oil, Chicken, Cumin powder, Onion, Salt	Mexican	Dinner	Non Vegeterian	15 M	45 M	4.8951048951049	143
Rosemary Roasted Potatoes And Pepper Salad Recipe	Baby Potatoes, Red Bell pepper, Garlic, Extra Virgin Olive Oil, Salt and Pepper, Rosemary	Italian	Appetizer	Vegetarian	10 M	30 M	4.9354838709677	186
Cold Pasta Salad With Potatoes And Green Peas Recipe	Penne pasta, Baby Potatoes, Green peas, Classic Mayonnaise, Black pepper powder, Iceberg lettuce, Lemon, Salt, Italian seasoning	Italian	Dinner	Vegetarian	10 M	20 M	4.8634920634921	315
Vegetable Pasta Soup Recipe	Mixed vegetables, Onion, Garlic, Tomatoes, Pasta, Kabuli Chana, Tomato Ketchup, Dried basil leaves, Cinnamon Powder, Paprika powder, Whole Black Peppercorns, Turmeric powder, Salt, Water, Extra Virgin Olive Oil	Italian	Dinner	Vegetarian	10 M	30 M	4.8803945745993	811
Mango Jalapeno Bruschetta Recipe	Baguette, Mango, Pickled Jalapenos, Mint Leaves, Hung Curd, Lemon juice, Garlic, Salt	Italian	Appetizer	Vegetarian	15 M	0 M	4.9442231075697	251
White Bean Pasta Recipe	Conchiglie Pasta, White beans, Coriander  Leaves, Mint Leaves, Pine nuts, Badam, Green Chillies, Extra Virgin Olive Oil, Lemon juice, Salt	Italian	Dinner	Vegetarian	10 M	30 M	5	124
Red Chilli Pesto & Roasted Tomato Spaghetti Pasta Recipe	Dry Red Chillies, Pine nuts, Parmesan cheese, Cumin powder, Garlic, Basil leaves, Tomatoes, Extra Virgin Olive Oil, Salt, Spaghetti Pasta	Italian	Dinner	Vegetarian	15 M	30 M	4.9040632054176	886
Spaghetti Pasta In Green Olive Pesto Sauce Recipe	Spaghetti Pasta, Green Olive Pesto, Whole Black Peppercorns, Parmesan cheese, Lemon zest, Green olives, Extra Virgin Olive Oil, Lemon juice	Italian	Dinner	Vegetarian	15 M	15 M	4.8393442622951	305
